Symbol,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
2646,0,0,0,0,0,0,0,0,0,0,0.714526789,0,4.34592179
2647,0,0,0,0,0,0,0,0,0,0,1.467079788,0,0
2648,0,0,0,0,0,0,0,0,0,0,0.719436416,2.88231015,10.77418472
2649,0,0,0,1.437069345,1.441400047,1.450631703,3.574079313,8.542586446,2.840886146,1.423716767,0,0,0
2650,0,2.909557709,1.446783025,0,0,1.440929296,5.75827495,5.042224027,5.023647518,0.704304038,7.18313115,0.727072187,7.896915865
2651,10.14233187,36.66304172,14.46848073,15.08062657,14.85147541,12.51693178,9.820585481,9.385052296,5.687156852,9.106352242,13.91440663,22.34327938,32.59791923
2652,0,5.622530874,7.04249034,7.13619688,3.563052042,13.63010883,6.390224654,4.265655952,7.82663307,7.234974087,0,0,0
2653,0,0,0.727200938,0,0.708834046,2.170770302,1.442312444,0,0,0,0.723383752,15.07040878,4.267224037
2654,4.944380373,1.411259083,0,0,12.83854971,0.697312223,0,0,0,0,0,0,0
2655,0,0,0,0,0.704096931,1.424396232,0.732414721,0,19.92826415,44.67716279,64.37081879,26.79185749,45.48836368
2656,0,0,0,0,0,0.731700896,2.896217492,5.032496688,4.382718501,0,0,0,0
2657,18.13984738,14.59651321,6.478590524,11.525864,0,0,0,0,0,0,0,4.320458521,3.603332857
2658,10.79445924,41.62439051,33.91740394,35.78149206,5.021518074,15.25879323,24.07305877,25.05163732,31.88704954,39.14267899,27.21816664,12.16629537,34.90187573
2660,0.703086782,2.867584276,8.59930066,5.765529646,0,7.918143742,2.192040963,17.99838072,9.980499313,8.469663959,4.209818953,22.25433981,5.053714177
2661,0,0,0,0,0,0,0,0,0,0,0.701032631,0,0.703354851
2663,0,16.20486135,7.703787006,2.108730416,4.890144695,0.71065315,3.517555523,22.37745056,14.74570426,9.111750081,14.57448381,6.293641953,8.391398197
2664,0,0,0,0,0,0,0,0,0,0,0,0.680908163,4.177921576
2665,0,0,0,0,0,0,0,0,0,4.905442824,11.7910663,9.758662086,6.945926007
2666,0,0,0,4.195397703,0,0,0,0,0,0,0,0,0
2667,21.44806795,32.88263672,2.866141924,9.119893256,6.417666051,8.860621029,11.19355528,7.655107882,8.366482278,11.17004114,8.280387015,0,0
2668,7.721120688,3.472748801,39.86035186,28.48757546,29.19484381,26.99593709,2.865470278,0,0,0,0,0,0
2669,0,0,0,0,0,0,0,0.717244395,0,5.669609961,4.934501887,9.28652253,5.726316786
2671,0,1.438056975,25.20246897,10.82598411,3.626563164,21.77226179,7.973710068,10.10995269,0,1.442294638,4.343247871,7.137136748,6.573077951
2672,2.868704886,2.890717284,9.427742023,12.33000632,6.528301147,4.373555886,7.985798925,16.84829319,2.912908312,9.485162465,18.07306162,13.74233367,9.294846445
2673,0,0,0,0,0,0,0,0,0,0,0.702512925,0,0
2674,0,5.6818334,7.913302156,2.899221467,9.362251668,21.2968394,18.51224975,13.57259014,26.7268593,14.19749199,16.82146912,21.57734327,11.36259123
2675,0,0,0,1.420179088,5.648525941,4.901460358,6.320262175,4.195234037,2.841103966,13.23459732,0.701486765,2.776564201,2.090381162
2676,7.81648396,3.539161243,1.395246879,6.264001771,5.607272766,2.814730042,19.66509903,47.75276989,12.76632046,21.47532884,54.49895984,36.64403327,39.83813512
2677,1.425545922,4.221415753,7.051130135,7.785541761,13.48562918,7.100415158,14.89207597,2.18487049,2.092094466,2.125639413,11.26257709,9.19120462,7.853919909
2678,4.291198059,6.44778997,12.12149231,12.03275553,6.463710587,18.20492344,7.21410994,0,2.149158785,0.705918053,0,0,0.698198899
2679,0,0,0,0.70274476,8.509573859,0,0,0,0,0,0,4.879531357,1.406079992
2681,3.524588524,12.02117979,11.97189424,8.475146804,2.155175032,19.81826754,26.06626387,20.44938836,23.9586986,39.70357254,58.16652456,115.5823204,172.2866997
2685,0,2.727709433,1.413709118,7.651729116,0,9.827278938,0,10.55358928,4.940456901,5.624176257,2.840130305,4.219915511,2.848761572
2686,14.62131542,14.21895066,7.120434198,16.32351975,11.13092623,21.84766355,4.267636428,2.795132864,5.634066411,9.723458437,11.41076209,5.062782831,12.91477502
2687,3.682607177,1.433172894,2.840873304,2.145707889,0.725606905,5.064492092,0,12.07626446,17.57604674,15.59072861,21.79980789,18.52731065,23.46847952
2688,4.902549695,0.722316275,2.913629519,1.415542431,3.547861875,5.043334991,1.405786633,4.247947866,5.743178258,2.884731752,1.433475097,6.411516205,1.444142433
2689,0,0,0,0,0,0,2.14010567,7.863883869,4.932172443,6.426412775,3.568430198,10.02033557,10.66085658
2690,2.140622023,16.41226236,20.58010907,24.97299743,27.09624785,38.98878105,42.21403883,81.63458526,64.18076935,65.54025142,48.52202959,34.96259046,29.85297687
2691,0,0,0,2.791812268,0,4.301781234,0,0,0,0,0,0,0
2692,0,0.70655187,0.714603349,7.683967258,1.450862457,5.027040518,4.233600207,0,0.712591788,12.04978044,7.861263525,9.996630377,8.537542904
2693,0,1.438676409,0,2.850450407,4.239834713,0,0,0,0,0,0.732221556,0.701183884,1.420684981
2694,0,12.20139992,16.57430281,16.15797247,15.75115077,8.014043389,27.4598552,4.161451692,2.739531654,4.903049399,8.952066514,2.768943727,1.412275807
2695,0,4.177490496,0,0,0,11.17354621,5.625022242,0,7.75048418,1.394999807,2.140081317,1.417210825,2.830770561
2696,0,0,0,0,0,2.790890566,0,1.386934803,12.70487744,0.718771321,2.814778098,2.141798055,0
2698,7.085196209,6.963695161,18.25622183,11.85252664,5.570314531,12.05984865,17.72547788,20.27358232,15.98507626,34.02154618,29.38930598,24.61116629,26.9981425
2699,2.783926305,0,0,0,0,0,48.71928896,0,25.3405031,9.870870005,36.15574602,16.05279304,13.41059195
2701,0,0,0,0,0,0,3.304462952,1.368775567,2.001060595,4.631561607,6.666864517,5.29253325,4.657468972
2702,0,0,1.355275717,13.47658719,3.336067144,1.371411772,15.36661134,0,8.908961985,0,6.585601169,9.503938899,0
2703,0,0,0,0,0,0,0,0.697271602,8.085531063,0.679885164,2.128771805,4.84899266,4.133277609
2705,292.5457629,112.4569847,76.22597326,111.0554552,137.6250105,215.1328621,261.4873333,70.29737451,103.2224115,121.7524478,185.7922311,164.2440079,231.993035
2706,35.00791174,27.41146804,32.67737389,39.2195719,33.75413461,60.18855873,80.01504151,87.54459341,140.9180839,157.5835864,252.1965911,313.2099428,118.6648773
2708,2.79168049,13.42261285,4.917875462,1.418199819,12.0856667,14.19239152,34.99562066,13.0256636,21.58337358,26.68165423,18.740782,22.8906821,21.45154461
2709,2.136885164,4.26670859,5.736527205,5.762571322,13.68672396,20.80714616,35.05120138,52.26182051,15.52246457,26.22868839,30.06873705,19.30826844,42.2521458
2711,0,0,0,0,0,0,5.668851124,11.3274069,2.91897283,0,0,0,0
2713,0,0,0.734272202,0,7.251449307,12.7538057,10.67139181,5.644883726,9.991357931,7.855347357,13.59933096,12.78569351,6.307372817
2714,0,0,1.407448288,28.25158887,96.50267774,203.3656491,33.73603158,36.7678384,23.61361537,51.68386171,149.1774321,89.73297467,111.1834044
2715,11.64219489,2.159148472,1.466328047,2.108139945,2.895807509,9.372038563,4.330269114,0,0,0,0,0,0
2716,7.876821094,23.10450074,10.69277817,18.58794066,21.35588118,24.11678608,24.16587739,25.56474587,23.48189015,13.68195721,0,0,1.415767095
2717,0,0,0,0,0,0,2.107805394,0.708813436,21.40007975,32.42278161,50.93253845,30.40860205,32.64294617
2718,0,0,23.93533544,17.65565611,6.378433721,14.96302985,28.27806605,13.45338174,12.85698616,20.47857327,17.14714974,18.34718143,36.12681592
2719,0,0,0,0,0,3.56022516,1.424458383,0,0,0,0,0,0
2724,1262.971297,1458.009608,1980.371876,3136.463223,184.3426576,55.07314764,47.63729576,65.40376833,37.41460031,113.6670638,76.30520746,93.39056339,63.63080674
2725,0,7.124839046,9.219893943,31.33202068,34.6888613,14.90826314,44.75868041,27.26256133,20.72433018,22.73059641,25.84422281,14.16142798,10.76359268
2726,0,0,0,0,0,0,0,0,0,0,0,0,0.709780331
2728,0,0,0,0,0,0,0.714440631,0,1.438876036,5.759899378,0.719526821,0,0.710283479
2729,0.727470924,3.626374906,8.028812298,4.343786677,0.737398209,3.594712317,0,0,0,0,0,0,0
2730,1.438799097,5.823967584,7.891414142,2.896204311,4.312390741,2.877747012,1.428445168,4.895364611,2.199871832,13.77623103,6.546507433,11.60918893,7.174935042
2732,0,0,0,0,4.296907916,0,0,0,8.569995593,3.590475873,5.736138384,17.00419944,4.258895077
2733,5.010751331,27.16588386,12.29242537,9.396616176,12.02703641,7.066928795,16.05978525,7.782725631,2.882389318,30.51295625,36.0271948,47.63646208,54.93113457
2734,0,0,0,0,0,0,0,0,0,0,0,0.742748446,0
2735,2.896026451,0.716932168,0.69062318,0,0.729566732,2.894325282,2.879872653,1.4090301,0,1.407156628,0,0,0
2736,0,0,0,0,0,0,0,0,0,0,0,0,2.783988441
2738,0,0,0,0,0,0,0,0,0,11.33696957,6.131605498,0,2.061655366
2741,0.727839246,4.268885808,6.843217791,5.430736782,4.078758179,12.01014888,11.38580603,11.39427204,14.85566999,12.11811042,9.15290148,10.57004741,13.38689994
2742,0,0,0,0,0,0,0,10.56763394,7.75568302,5.709310107,11.36366229,6.361201258,0
2743,7.90818228,9.396225535,28.52238034,29.24596092,25.8371128,27.11974252,25.62462335,16.32491286,16.49198617,53.79813114,48.67166891,40.33887488,47.91403289
2745,12.08196933,10.675684,26.24847282,33.70027203,70.54602894,47.37806472,17.22533709,34.19084894,22.70154538,5.880367191,21.23359881,10.06686445,0
2746,0,0,0,0,0,0,0,0,1.45363126,0,0,0,1.456476235
2747,2.923530117,15.98262451,29.09300062,27.54787738,15.81413453,7.928608617,17.07679269,16.97757587,15.70112769,31.65189253,12.62752251,16.70147693,7.002693513
2748,0,0,0,0,7.042092506,0,0,0,9.681592699,2.78609611,0,0,0
2749,2.108744557,0,8.367098449,7.881319211,12.81077545,33.32230742,24.3310553,19.02525392,31.8242795,13.58829187,2.162331063,2.824988071,4.186039836
2750,1.38492778,2.742280309,2.047224614,2.143998114,0,0,5.670232891,5.664468992,7.107614952,4.28096805,7.073108071,2.149367243,0.698353453
2751,8.450184282,0,24.23996073,17.91205211,2.84755214,2.838605072,8.601338382,12.86244177,5.678618953,10.78740706,4.970334267,0.719899775,2.176101957
2752,1.448204223,4.289039234,1.437517181,0.715210949,1.411911119,1.395054726,1.370253137,1.370508222,1.382532183,0,0,0,0
2753,2.143290119,7.179985181,6.399972837,4.317795576,3.572656416,0,5.004200278,0.693231317,1.430764275,8.50354912,4.86650795,0.70735185,1.4076615
2756,0,0,0,0,0,0,0,0,0,5.650839897,8.4636175,12.1636416,4.996973938
2757,0,0,0,0,3.559744421,2.871548806,6.419824408,28.63963999,14.35941747,43.33925068,77.90648917,87.41326855,37.91871543
2761,0,0,0,0,0,0,0,2.101946568,4.844752147,10.50667585,2.159892019,0,2.875399805
2762,1.467945806,0.733955144,0,0,0,0,0.724840171,0,2.876081446,0,4.204842129,2.138060908,2.865984835
2763,0.715221942,10.70370822,15.59058664,7.894189449,0,0,2.141355354,0.717356291,0,0,0.723643528,7.801211809,0
2765,0,0,0,0,0,0,0,4.314435051,0,2.129708931,1.424843094,0,0
2766,0.710139077,42.81778799,0,3.589869776,7.843779899,2.184849233,27.81190707,8.58877579,7.168457717,0,0.70062537,14.28073672,2.12829989
2767,3.478452552,4.209264374,0.701818997,1.427020042,1.414084548,0,2.837764488,16.64356642,29.22541284,23.72177842,15.88078104,19.11198214,19.30602183
2768,0.722184065,1.440138385,3.549522835,4.966308132,0,2.830920248,0.712920383,0,9.262683466,1.421269447,2.815201268,36.1569398,31.03365295
2769,0,0,0.713261616,0,0,0,0,0,0,0,0,0,0
2771,0,0.72187304,4.307917127,0,0,0,0,0,1.433183739,2.133763904,0,0.725133468,0.718819101
2772,0,0.726789584,18.00787911,4.956306495,1.457294462,0,3.623739613,0.720141854,0.708066349,0.708066349,0,0,0.708300895
2773,5.650407001,8.600680377,14.40338496,7.943628735,6.416107031,7.845019962,6.53105391,2.830054544,6.506504862,6.436829569,9.416561647,6.499362317,0.699601906
2774,0,7.253608847,0,13.67245929,16.62013489,4.304494076,10.01065835,47.98336573,19.28566189,30.86435845,11.52100584,18.7376236,23.63056994
2775,1.417044563,2.834281923,3.534958385,2.865320361,4.9029937,11.2588409,12.67098433,38.29157344,26.54380118,16.84802054,12.73850372,14.17207118,4.241128601
2776,3.502768239,4.14878036,1.407855767,3.595900971,1.419873642,1.416834368,5.773433387,5.745944083,5.64500035,2.785878535,3.53558842,1.433095876,0
2777,0.671223631,0,0,0,0,0,2.07782227,0.685545483,2.127916201,2.883193351,0.716979018,0.720906028,0
2778,0,0,0,0,0,0,0,0,0,0.715307418,0,2.145492102,5.765253385
2779,0,3.583198684,4.962710573,4.233642355,0.677644374,5.736967747,12.18667932,2.132264237,22.01793287,6.191072498,7.679901534,8.301661093,11.73606413
2780,0,0,0,0,0,4.20001405,0,0,0,4.919706605,0,0,0
2781,0,0,0,0,0,0,0,0,0,2.105973812,2.84507451,0.68101138,1.352098659
2782,0,10.37172781,4.161060398,7.007108082,0,0,0,8.2153672,4.112661691,7.500836986,4.94490794,14.37961199,18.4381137
2783,0.709077656,4.277310101,12.80669372,5.003919741,2.142189916,1.418561005,9.219975391,17.26897244,5.732185217,16.280667,4.92180411,7.120953156,10.0316895
2785,0,0,1.423685242,1.400040979,0,0,0,0,0,0,0,0,0
2786,7.729423288,10.61378826,4.265052995,22.27118779,2.855447119,12.11245906,21.17006561,26.38403958,32.72287928,60.26979864,61.63024618,47.33136548,20.33804773
2787,0,0,0,0,0.694120991,2.113743481,6.319639428,40.41887462,34.26012595,27.00709278,28.3858488,28.32364297,17.8786148
2789,0,0,4.968158136,5.023495799,7.143453073,7.952025698,12.81644907,38.9006122,41.01380327,14.8889279,45.44739177,9.179731265,15.57891185
2790,0,2.150146506,49.92563667,70.77994369,70.15233098,88.59056048,66.79307218,128.0641024,157.8916389,162.460898,96.37581411,68.83471589,88.39735644
2791,1.39608823,11.73246081,16.5457219,35.69709955,60.0477608,65.98898161,79.58328856,75.14470831,71.68137718,53.20969318,61.8443907,55.77999789,31.84673827
2792,19.79350156,27.03402832,18.46926147,14.89316153,5.69989807,28.52046769,181.6677973,152.9714145,112.0299212,80.36398103,41.50063176,39.22342222,24.71668999
2795,0,0,5.036663613,3.553042581,0,0,0,2.855765797,0,0.712355219,0,0,0
2796,0.678755166,0,16.09724104,7.742804534,6.355335268,3.45724276,7.742997597,0,9.99703301,6.365598214,1.438770767,9.940978103,8.397417345
2798,0,0,0,0,0,0,0,0,0,0,0,21.19068633,22.2295094
2799,17.82714057,2.14452541,0,2.895740345,1.443880505,0,0,4.364847971,1.4718565,1.459411706,0,5.758726709,0
2801,3.611929091,13.53020818,3.589307732,7.816238919,11.44093791,12.87522617,15.71999049,16.48857853,16.36460521,16.70111015,27.75585507,32.3441939,10.78401199
2802,0,0.701700796,8.627723493,4.354117148,0,2.12971955,0,2.152406614,10.0270058,4.242072531,9.199987718,11.4067936,5.041944796
2803,0,0,0,0,0,0,0,0,0,16.3032316,10.69847819,4.245051502,0
2805,0,4.977387759,0,0,5.674371892,0,6.354484669,4.179519816,4.904134238,5.65844234,5.723740455,0,0
2806,0,0,0,0,0,0,0,0,2.165014978,2.115202103,0,0,0
2808,0,1.417975432,0,0,0,0,4.937813171,11.34929782,0.705119867,10.63756093,0.700812876,1.422412468,9.991189171
2809,3.588125414,12.20910194,2.858243523,5.776603214,4.306800176,30.77517373,11.31600311,9.359845682,8.753242185,5.064159821,3.617568368,3.534699671,2.899003301
2810,0,0,0,0,0,0,0,0,0,0,0,0,10.09243574
2811,0,0,0,0,0,0,0,0,0.702010658,5.798873031,12.1692612,24.61717724,25.96331785
2812,0,0,0,0,0,0,0,0,0.73098105,5.763728277,3.601743472,1.43998583,2.172961618
2813,0,2.87333469,6.418129368,2.138664959,2.856840382,3.546565021,2.144416393,22.23466377,29.2099683,7.169977062,3.658543738,5.110424488,4.419989002
2816,0,0,0,2.899179413,2.882712905,2.191577342,2.892819638,0.731952573,1.448914756,2.177436211,2.883815601,0,0
2817,0,0,8.845928698,6.588750248,9.523884696,17.38929298,16.7055689,10.92521603,6.597983767,0,2.918989541,7.231898789,5.03087262
2819,0,0,0,0,0,0,0,0,0,0,0,0,6.552053239
2820,0,0.729465849,0,0,7.265807422,7.21834869,1.47025706,0,0,2.916285563,0,0,0
2821,0.733046536,13.78711409,16.62709063,20.2712978,23.56261727,1.419596062,16.46287649,22.71840076,19.19372724,20.7410121,6.485785338,25.65130195,12.75172651
2822,0,2.859669956,31.99513507,0,0.723310269,0,7.866878419,7.063372044,9.127169266,24.95865169,15.68564846,20.73032815,9.139883921
2823,0,7.703351841,9.908828871,11.44506862,5.758053768,2.101793471,10.67877385,7.194111236,34.32178843,21.29921523,7.813979109,7.810938992,12.12089824
2824,0,0,2.895173255,0.700821508,0,1.417847524,5.710128381,21.39895534,16.99010627,27.41880705,25.34064899,17.85436384,10.57588528
2825,0,0,0,0,0,0,0.717878836,0.726350586,2.106134712,3.595027115,4.943298291,2.778350405,2.100654702
2826,0,0,0,6.403934412,2.144132851,0,4.339446053,0,0,0,0,0,0
2827,0,0,0,0,0,0,0,0,0,0,0,3.59833849,7.818619789
2828,0.710537051,7.172124308,1.413042204,9.287612635,0,5.013862021,2.901242813,8.474429747,5.493218472,1.40486702,4.926747789,0.712830121,0
2829,0.702087913,3.542476485,8.464304049,0,4.212333061,5.022284959,2.102456186,0,0.666632231,9.945398292,3.566574352,8.405446379,0
2830,7.142152744,2.14747405,0,1.40961106,0.709157648,0,9.912043997,8.421870312,1.42353996,21.76635637,18.44552343,8.425224772,0.704480869
2831,0.698925016,4.146777328,0,8.176140765,25.26703634,6.377677809,30.53931605,24.60816373,33.21621028,24.1590631,37.95180527,54.00837601,35.00804908
2832,0,0,0,1.441622498,5.663632037,0.706212972,2.827085175,2.077522879,10.67407999,17.86012667,14.33768389,8.562620834,22.2287179
2833,0,0,0.714497575,3.544528749,3.462294689,0.682575347,3.567544145,18.49073899,2.099451204,12.08964104,11.41021103,4.294693123,9.272291319
2835,0,0,12.7628013,2.874433963,9.346128218,4.843466727,0.702327743,4.872678258,6.343868622,7.861742053,7.120606,6.356879544,7.807119275
2836,0,0,0,0,1.443018435,0,5.763854649,7.17242611,4.303038038,8.674542107,13.66256884,25.59571061,10.04073631
2837,0,0,2.145083211,0.725557097,12.91431587,17.13512342,35.69676294,31.37671014,30.14530938,27.84226159,48.97500856,90.26134633,105.9207625
2838,5.046007151,7.897566587,9.471683359,5.819050125,2.941790052,6.573969484,4.408626771,3.639811013,1.457012886,11.57398419,15.23348139,13.00926128,12.88205758
2840,0,0,0,0,1.417616583,1.440275207,0,1.453486208,0,0,0,0,0
2841,1.465019841,10.83935947,27.52322058,74.96850709,169.5755101,166.8134073,1004.489412,865.8337749,980.8239691,827.9023226,620.635877,1005.001675,410.7369903
2842,0,0,0,0.707496668,0,2.131282715,0,0,4.295526081,0,2.146003317,0,4.336752952
2843,7.209149795,5.044276665,2.143662711,7.797134664,7.103638762,2.116058156,2.795727542,9.163485352,4.956982944,15.71334082,60.4696657,35.73430665,5.636671113
2845,0,0,0.717517068,0.717128569,7.883923659,23.52445093,1.438896301,24.92847711,19.2760872,36.4173346,55.14114657,49.32748078,74.42341965
2846,0,0,0.71380596,3.585834738,6.405452125,6.272770057,4.944198317,7.172663738,5.13003232,7.192298131,8.557524967,10.10942825,3.515674712
2847,0,0,0,0,0,0,0.691886115,0.715909729,13.37773344,4.861637206,5.75206642,13.68640542,0.695674259
2848,8.546478754,0,0.709457066,0,0,2.826929436,2.093042839,4.259407809,7.113009068,3.570715102,6.438091633,0,1.449706701
2849,2.134175967,6.532987214,5.047726192,7.160608522,5.710419514,3.614261765,9.413997754,10.76018681,12.11192582,41.77081013,41.98878478,41.53360345,51.43929048
2850,4.316137753,8.61214753,6.382401751,6.452885141,12.98463141,2.86351964,18.13894126,22.88523918,16.48010651,6.529867818,22.88421675,32.84444605,25.22953056
2851,0.722685316,44.36682159,47.78648839,24.69435068,24.03180725,13.87946083,19.56511423,21.00982658,17.39016581,30.41089202,38.83375577,38.35634366,39.71704775
2852,0,0,0,0,3.533226437,1.398379728,0,0,0,0.696881524,4.943180079,0.722985857,0
2853,0,0.709689461,0,0,4.300925179,0,12.8047229,14.98595209,33.23460324,24.30505387,17.15114209,20.67249271,43.95646846
2855,0,0,2.846940642,7.896161786,0.719142613,62.78672108,19.20706347,56.75734701,29.35378913,7.912450087,2.804870364,1.412678592,1.413654291
2856,0,0,0,0.70619241,2.134958536,1.449232448,2.147342457,1.444849816,2.140144782,3.578234788,1.440792055,2.11349446,1.450842961
2857,0.726947622,17.87450257,15.02860538,24.64541544,7.733415155,11.33125634,3.574708086,8.496465322,11.03807474,9.11897596,2.822802697,0.696077977,2.764008554
2858,0,0,0,0,0,0,0,0,0,0,0.701061729,0,0
2859,0,1.39579832,2.07780876,0.682792994,9.235157937,12.00404294,9.13601977,6.368951852,4.291481706,4.190862789,9.813872123,11.20726376,5.675950436
2860,1.410675385,7.767092022,8.504030814,1.391974612,1.368569104,2.127635302,1.410050862,11.29641895,5.692440306,2.826663433,6.370406531,9.39117903,10.57938464
2862,0,0,0,0,4.967452676,5.70046369,10.58470867,3.594515631,6.379478177,0,9.84060824,1.420068812,0
2863,0.707630013,10.04111212,23.43945772,14.40501422,10.73408523,7.857246649,7.849220614,12.15973014,13.53884355,8.639398445,15.85238544,6.372512562,12.1736473
2864,0,0.716265291,5.031968418,2.173265655,4.315715112,0,2.861099247,0,2.895792477,4.328901543,2.846851677,3.619181357,1.448062589
2866,0,0,0,0.720507037,0,26.55957745,19.20366496,15.0624929,27.69374477,19.66541528,13.0959517,28.34933896,30.29621433
2867,0,0,0,0,0,0,0,5.056465894,0,2.952331462,1.426156323,1.45347796,0
2868,0,0.73925023,0.741569336,1.489923409,4.408852888,2.745211439,8.58262159,0.750367803,12.33439116,0,4.310531045,0.732218079,2.171862354
2869,0,15.12819916,14.46520715,34.88854112,96.18693022,89.4061207,56.4074483,43.38851079,26.28334453,12.0102448,39.02931147,10.69308083,18.38372299
2870,0,0,2.804012693,0,0,0,0,0,0,5.693199709,0,0,0
2871,0,1.4212591,0,0,3.599076988,0.7072072,0,4.949665003,3.480609429,3.543428432,6.402727496,5.726374897,12.68452269
2872,2.153127876,12.16359221,4.978078044,6.391482682,8.519719276,5.731364674,0.707678404,12.11812753,0.720105852,3.560571812,0,9.901256479,0.707427291
2873,2.132397333,2.113493487,1.369103988,7.025979691,7.050072422,5.65384268,0.726579843,0,0,1.434687947,5.691916386,4.257034526,0.704180917
2875,0,0,0,0,0,0,0.714160755,0,0,0,0,0.711686892,2.861654757
2876,2.14840635,0.7125527,2.07226005,2.832759311,3.514590622,11.94350177,2.155672541,8.460883006,2.831946235,7.076290317,4.214183414,19.03844585,15.49400289
2877,1.407695008,0.711722554,42.52193996,41.75354431,0,44.26296277,26.55453133,0,29.3020156,11.37021757,6.501101752,4.387453156,34.28826292
2878,0,0,0.719125584,2.17451911,4.346877966,0,4.997654881,3.578132761,2.151582002,3.59211106,8.609150712,0,1.459284248
2879,0,0,5.023505944,2.911403522,3.65095057,7.189547305,4.271744126,7.902285657,17.25162879,16.44543656,56.81518805,48.22926291,40.74372016
2880,0.69936118,1.408109414,0,0,2.811570698,5.520005842,6.351940546,4.237714633,0.691989754,1.423924233,10.85942813,6.483546376,6.549868326
2881,0,0,0,0,0.710499969,0,0,5.773622895,2.202754753,4.309279957,0,10.6836019,9.25697015
2883,0,0,0,0,1.440288589,8.602152423,6.403308765,6.386635123,1.344359484,4.886217253,9.172648034,5.606587445,9.154954269
2884,0,6.261953362,2.790931475,4.024265694,0,0,9.837371192,0,0,0,3.593046124,9.284023848,3.601089475
2885,3.528466185,1.437122254,1.397390729,7.656557369,12.06590188,8.576832057,25.59470429,7.099073974,19.70391307,19.1753136,16.12721143,28.62564975,10.06055214
2886,0,9.313102638,5.070976423,9.241952928,9.079351642,0,0,1.417361998,3.537833381,1.40143952,0,4.208962126,4.928901991
2887,0,0,0,2.116621002,0,31.16974558,30.67864249,1.370748875,5.638353904,18.31819084,13.45034083,11.15495785,12.65302652
2888,0,0,0,0,3.538516529,1.400440179,0,12.55435524,11.62979953,7.263006294,7.184398219,6.512917694,4.264171833
2890,0,0,1.460358599,0,1.462590757,1.469896323,3.692865552,7.308957392,0.719485719,1.439851022,10.14040487,16.03652946,11.55682721
2891,0,0,0,0,0.722046384,10.61123175,34.06904374,0.709347915,0,0.689691117,2.760156943,0,2.081467376
2892,0,0,0,0,0,0,0,0,0.691708773,1.396683483,2.798422091,4.875257293,3.524794936
2893,0,0,0,0,0,0,1.4466086,2.111482205,6.30981082,4.967369205,0,9.845831089,1.392646434
2895,0,0,0,1.395823107,2.159388725,5.711254896,4.992585256,4.993086558,4.910172612,3.559783692,15.63132662,10.6374183,10.56887549
2896,0,0,0,0,0,5.515592363,10.64915178,11.38496354,5.708818827,14.12411296,9.193428808,7.765055244,16.74408901
2897,0,2.849921857,0,7.768976816,6.412544311,8.552262121,18.04498129,42.45225918,67.15647412,44.85955408,55.00272468,1.407722805,5.646966113
2898,0,0,0,0,0,0,0,0,0,0,0,0,0.708585488
2899,0,0,0,2.125064709,1.440926414,7.091337222,21.22312764,28.80923803,24.79262559,18.36813448,18.426517,24.31195072,22.74212151
2900,0,0.714583995,0,0,7.913356793,17.9770224,18.48638131,14.23742505,17.12719612,7.077736698,14.14809903,2.140285068,5.056905716
2901,0,0,0,0,0.724425071,2.907469441,9.210565732,32.89131479,33.5283984,44.78842529,28.1042953,35.29514971,26.5533516
2902,0.725302326,0.727625213,25.32696074,17.90704816,18.82556218,18.67378466,30.28994985,23.1231626,34.62351729,41.90567218,37.88175765,41.95797129,27.08311979
2903,0,0.717661229,0,22.90854928,18.40259893,12.76333208,7.172474933,9.231750055,16.4212117,18.43938752,4.928498586,15.57842733,7.821130257
2906,0,0,0.68728067,0.71225999,0,0,0,0,0,0,0,0,0
2907,0,0,0,0,2.866997122,1.430071138,4.273669609,0.71102253,8.547031278,3.504701304,4.911787368,9.306761422,5.655233423
2908,0,0,0,0,0,1.412706258,4.310926707,1.424982621,0,0,1.444823885,0.72617868,0
2909,0,0,0,0.739618499,0.739618499,0.721336424,4.301306414,4.208952288,24.02445378,18.23927613,19.19685988,34.82931098,44.28346017
2911,0,0,0,0,0,0,0,0,0.710919831,1.429882961,3.518011944,2.872253855,3.588556581
2913,0,0,0,0,0,0,49.08277694,81.80149298,121.8108537,107.1578179,58.08302065,52.80718686,38.33296495
2915,0,0,0.715430501,0.721868543,2.200609533,1.463792463,5.026323508,1.464884879,4.38067419,0,14.5071619,10.85789455,3.630181541
2916,0,0.728603774,0,3.645693281,0,27.36493247,10.07212396,23.077862,76.02888702,139.7278995,155.1572804,110.6799621,48.85891956
2917,0,0,0,2.151613258,0,1.443677303,1.429274143,13.51632883,9.215075848,8.478767454,0.717456009,4.947109159,7.94518896
2918,0,0,0,4.259343405,2.166923791,43.41560174,38.10967482,34.22678887,23.52062687,66.65269967,62.52465803,58.01102569,68.13556634
2919,0,0,0,0,0.68989051,15.24165766,7.863522154,9.327631236,10.03578329,2.909123162,20.17112373,2.137322298,0
2920,0,2.190241188,12.25880563,20.12746842,66.29642312,61.10169301,113.0895132,225.1429065,202.1085107,191.0982167,150.1020521,104.2527631,156.9285124
2921,0,0,0,0.67495388,0,2.028070691,2.034043192,0,4.213710883,7.801335301,8.501943451,7.787612772,2.126236192
