Symbol,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
678,11.8651071,11.7627712,11.06826938,11.77644398,13.27385067,7.586276798,7.496594272,4.684147984,5.403792965,6.116791068,16.84172908,7.554325855,14.82128586
680,20.5851022,224.543005,174.1413197,156.5997109,71.75051369,41.54762331,72.741636,99.99643534,154.2308088,159.2912869,121.5191009,143.5727639,114.7959113
682,5.775425971,4.385184338,10.65198539,8.680228094,14.50480479,12.12420541,15.91565215,5.105501874,10.83816307,14.99242603,26.91411736,13.44657018,25.28258548
683,0,0,0,0,0,0,0,0,0,0,0,0,0
692,0,0,0,0.706833242,0,0,0,0,0,0,0,0,0
698,5.768055833,4.170792781,5.496892168,3.508733444,3.474312988,6.151464752,2.056323739,13.90852755,9.752572689,7.200270919,6.546606688,4.9906484,7.176558191
700,14.37718878,7.181732526,0,0,2.893535019,0,0,0,6.431370833,0,0,0,0
702,1.441642933,0,0,0,0,0,0,1.419823241,1.4351866,0,0.717209195,0,0.734241366
707,0,30.33355839,19.4477745,5.808881652,2.828971842,4.974401508,1.421419785,2.84376107,7.119032016,1.439476634,0,0.696095282,0
709,0,0,0,0,0,0,24.99828599,67.18001266,82.40253619,77.09084762,69.26765983,70.34681537,61.77690639
713,1.40240476,2.788253932,0.699733501,2.07781848,2.061507981,2.088491988,0,0,0,0.695167205,4.319150494,0,0
717,0,0,0,0,0,0,0,0,0,0,0,0,20.83972698
722,0,0,0,0,0,0,0,0,0.704750065,0,0.704750065,2.799280532,3.534540763
723,0,0,0,0,0,0,0,0,2.143284238,5.639109445,3.420483852,0,0
725,167.9412395,735.9895115,1909.744992,2769.335217,3758.33685,4280.872956,5122.629343,5920.45169,6164.502147,6138.768684,5068.400742,4376.413142,2291.622977
726,15.54152585,10.63266738,19.13959995,16.31795874,26.86640889,18.44557722,29.67490051,16.30965306,19.95749948,73.17934172,107.9545186,92.99317615,39.46261528
728,0,0,0,0,0,0,0,0,0,0,0,0,0.704225095
729,7.103464953,4.249323513,0,2.865311144,7.791030638,4.982561577,4.302528211,2.879693037,0,2.13992688,6.426007242,6.425979517,15.07247496
730,0,0,0,0,0,0,0,0,0,0,0,0,0
731,5.849199696,5.777444617,14.96525417,0,0,15.74280815,0.728909538,3.615357338,4.318695821,0,1.435995415,3.587676323,2.906190334
733,8.592108734,0,0,6.549230475,3.585747969,20.13642648,36.75598783,28.87892132,32.42800465,11.19033181,0,0,0
737,0,0,0,0,0,0,0,0,0.715141668,3.63766346,3.528897908,0.723400193,0
739,0,0,0,0,0,0.710807706,0.723681912,2.885550348,6.435731181,5.728750666,14.16576498,11.43225998,12.14075643
748,12.94667945,8.044704977,32.97625385,54.72352748,66.9832801,53.0918836,16.46459312,0,0,0,0,0,0
751,7.277680987,6.415659922,6.44888279,7.156619467,2.144700154,0.707700121,0.732901417,2.903562231,0.719179881,1.442520873,1.420974761,1.385083503,1.424808941
756,20.6868291,22.78476479,24.35993246,30.67388288,10.78454655,10.11250443,15.93048048,24.43715522,20.08843891,47.30279051,34.151597,25.54213229,22.62840009
758,0,0,2.897873,3.569974102,1.470025326,2.913557549,2.861728816,1.428554212,0,0,15.07422184,7.15500573,3.56679819
761,17.1557804,0,18.49167155,17.10741049,47.89427606,93.31662181,149.2573489,44.91643971,134.4841819,128.2729317,178.4774841,149.3768952,210.6714392
762,0,0,0,0,0,0,0,0,1.45219603,0,0,2.855149028,1.402942083
763,0,0,0,0,0,0,0,0,0,0,0,0,0
766,3.608446802,2.878379154,2.156175764,1.436448744,1.406320049,2.092532227,2.130996978,3.561543725,4.969585273,2.163173022,1.384026472,0,0
768,0,0,0,0,0,0,1.42115648,0,0,0,0,156.7807606,152.1315876
776,0,0,0,0,0,0,2.071864176,2.844312978,6.333324226,1.427688526,3.541035344,3.502920232,2.854290653
777,5.023712621,6.441312729,11.34787673,5.644754511,6.975618964,13.54414531,14.93598703,21.38409773,50.3599101,47.05339265,56.72826049,68.9071735,30.37677148
778,102.1181913,111.4163214,153.7097493,127.5262937,141.3243844,142.1915936,160.372387,146.3634547,147.0221353,185.396295,270.9799297,178.5281476,185.8512324
782,2.887087066,7.010102254,4.938568122,3.577303288,8.484605029,1.416616693,24.19123297,2.77663047,26.77175493,3.458887047,16.36200877,4.361479192,19.25967661
783,0,0,0,0,0,0,0,0.737494442,0,0,0,0,0
786,59.24315596,63.42958184,65.719879,159.6183269,294.9465841,294.5191027,299.562363,254.5014153,236.221842,240.2573852,164.7533857,218.2434055,120.2093785
788,0.726143384,0.728351843,0.72077702,0.72077702,15.9370052,1.409679174,15.78106196,2.873262024,1.43075909,1.411617058,0.733879722,1.452520913,0
789,0,0,0,0,0,0,0,0,0,0,0,12.34773429,0.723322245
790,0,0,0,0,0,0,0,0,0,0,10.14544078,4.361474786,0
792,0,0.727308026,0,12.25355039,27.42040882,14.52133142,37.59700264,79.57908165,117.4997029,107.8793231,132.7755006,80.50182454,72.64406761
799,0.709339094,0.714854879,2.134963223,0,0,0,0,0,0,0.705992121,3.534601233,1.410454622,4.17162046
806,0,0,0,0,0,0,0,0.718092555,1.400314484,0,0,0,0
807,18.61864467,19.57963882,17.19824441,22.31168994,13.47067274,4.999759556,1.436713213,13.01764648,7.964716743,0,9.151303356,7.110337636,3.504532305
811,0,0,0,0,0,0,0,0,12.63667405,5.002161084,15.57730568,4.959784412,29.71139804
812,0,0,0,0,0,0,0,0,0,21.32908092,7.121427612,0,0
815,0,0,0,0,0,0,0,2.155714744,18.57392898,21.28439538,13.58513876,11.9590834,2.115015621
816,0,0,0,0,0,4.951271571,9.139392598,13.53452564,45.04324374,6.842885976,10.80624158,0.668376191,4.679319983
818,0,0,0,0,0,0,0,0,8.229307983,7.658753642,8.226092839,5.549488589,0
819,0,0,0,4.126013993,0,0,0,0.694286487,0,6.19810755,0,0,2.808854104
821,12.74813526,15.09054349,16.41884044,2.842290649,22.65718379,14.03879479,13.96442962,27.9936896,23.13034326,22.15578056,7.101627861,15.77943454,8.009881833
822,0,0,0,0,0,0,0,0,0,5.085262359,5.085763183,19.44614812,16.59364648
823,0,0,2.096821939,11.09515584,0,7.759613855,4.115846909,10.37824722,6.824389728,2.805570152,14.52483443,7.000778235,13.77602814
825,311.1840968,352.8416847,330.4956823,379.4789868,297.659615,190.2626318,137.9904764,133.2689244,156.4674685,143.574402,160.2349182,201.554632,214.8110916
826,0,0,0,0,0,0,0,0.7170717,0,9.275202435,5.750232501,5.712025151,14.97593572
830,0.728004796,2.180868166,4.250191919,0,8.499942865,22.0949445,5.720320968,18.668124,15.78340425,10.51985018,0,0,0.71804325
833,0,0,0,0,0,0,0,0,7.040234474,0,0,0,0
836,0,0,0,0,0,0,0,0,1.436868343,0,0.706998456,7.120137631,6.44983331
837,0,0,2.155823079,0,1.426225533,4.301588292,7.242986081,4.996276525,1.435470022,13.48378835,8.501034969,4.231142506,4.202681346
839,0,0,1.421959129,0,0,0,0,0,0,0,0,0,0
848,0,0,0,0,0,0,0,0,0,0,0,1.430617508,0
850,10.55477868,18.2989394,4.183464345,11.29908648,44.24155102,100.3554682,63.9858394,55.19521732,41.23436267,16.36999721,29.63864425,26.31852117,2.882290855
852,0,0,0,0,0.718944402,5.01580047,14.33588334,95.66765922,108.2738481,105.988078,129.5048242,115.9523469,123.6970011
856,0,0,0,22.59325385,2.106744941,11.63514654,0,10.11300822,5.737287232,13.67436661,10.16249799,7.174196588,5.727087352
858,0,0,8.660505274,7.916679195,10.79789414,14.56780599,6.376757184,5.01751186,12.11417946,14.98858627,37.48759925,55.0993847,42.05474841
859,0,0,0,0,0,0,0,0,0,1.433539758,3.530545739,4.920411966,34.93899959
862,1.439688407,0,8.537544131,19.91069742,5.727911033,0,0.73016494,0,5.78181442,0,0,4.268300542,0.725654932
863,0,0,0,0,0,0,2.859637746,0.709285515,1.405161358,0.718974886,0,0,0
868,12.06598705,17.25792755,55.58887028,94.1244352,159.1967029,305.9806379,517.4911801,294.3462372,233.8627582,184.5940117,138.8433097,95.8816433,48.60697243
869,1.399898058,0,0,0,0,0,0,0.715981085,0.707057295,0.72004972,2.124216743,0,0.700623334
875,0,0,0,0,0,0,0,0,0.698709065,0,4.931765754,0.70293787,4.929118916
876,0,0,1.407621259,1.407659639,2.81559636,3.573950862,66.81360644,56.40815469,46.35949997,111.4244758,195.9225398,147.6240531,98.25200483
877,5.02701519,2.876003229,5.123730375,8.670032487,1.442326651,0.722081352,1.45468035,0,0,0,7.301770746,0.728742665,2.153369079
878,5.728922105,1.422072627,10.72278563,20.70648395,8.58098633,6.433857897,7.831458145,5.684296648,0,0,3.565453839,12.85901252,11.34778315
880,19.25936496,8.464901861,5.686585181,13.50460216,9.242931767,10.0355737,27.23277978,42.42176368,60.88388821,83.09399008,113.0758267,80.69651378,66.60727526
881,0,0,0,0,0,0,0,0,4.262158412,2.136158277,6.394964037,4.24782661,5.777516683
886,1.436800769,0,0,0,0,1.42878785,0.698654874,0,0,0,0,0,0
887,9.216436338,11.28977276,10.67339285,24.13712002,14.20964995,11.98155223,13.20338573,16.1088452,9.800133782,8.512448034,10.74381438,5.758454857,16.55298968
890,0,0,0,0.698023733,2.184975702,8.611309149,0,0,0,0,0,0,0
895,10.60552454,0,4.233706722,4.964586712,0,3.570277437,5.716308187,2.081697252,1.371890904,4.891237194,7.634767317,4.169181077,5.605842509
898,472.7440971,606.7273395,601.8616401,546.6045794,556.9507295,569.9515001,556.3920304,521.0564719,475.2444383,488.557015,514.1661521,516.1962408,467.8805284
899,0,0,0,0,0,0,0,0,0,2.770425609,0.682949343,24.83438954,19.11249363
900,0,0,0,0,0,0,0,0,0,0,0,0.709700879,0
901,8.467375005,10.11606508,15.03261717,19.85507646,19.21936414,34.85644786,48.05124054,48.2776566,31.49803448,43.63110116,31.18368763,18.41583333,10.8256969
902,0,0,0,0,0,0,0.685970147,0,9.021437491,13.34038024,10.58392598,15.65721551,5.718179813
903,3.556414614,0,7.037500322,23.40533889,12.78416002,13.3684699,24.15936943,24.77883708,16.44014317,23.96301371,29.42059597,21.23954532,23.24993473
909,5.687065427,2.841291011,10.66266672,8.537739302,0.72056342,14.93586979,12.83398124,24.46997611,12.97124133,14.66533939,14.30975893,16.48566658,11.44499956
911,0,0,0,0,2.921152077,18.14979242,0.686667063,2.107115383,0,0,1.407547455,1.427332867,2.845538254
912,4.351111643,0.724744838,4.34283329,6.48538421,6.465332504,3.609033978,2.178174066,2.187763591,4.353888761,2.841239588,4.349809052,5.761520914,2.859825339
913,15.90856856,7.163710076,0.727809355,3.588945176,16.55546683,23.27086516,18.01716792,22.26543599,1.434236496,5.052295254,55.47311039,27.84880795,62.50554373
919,0,0,10.77833327,0,0,0,0,0.724386018,0,17.39841144,12.12976738,5.69252823,13.58214499
920,0,0,0,0,0,0,0,0,0.726833706,2.20029969,12.95391454,11.60290466,12.25462296
921,0,0,0,0,0,0,0.745881086,3.590248215,12.30389402,24.57638718,0.69252574,68.01722135,126.9481765
925,0,0,0,5.082385602,21.55854675,5.128434674,35.59254026,22.51162659,36.95669443,18.87439348,31.60632039,45.2168002,39.2667649
926,2.177334686,3.558241002,4.222952029,0.728094364,0,0,0,0,0,0,0,0,0
930,0,0,0,0,0.709311726,0,0.719689418,2.165042449,3.646107987,16.62623283,61.39253466,19.39981862,4.928143159
933,0,0,0,0,0.729599635,0.72308033,0,3.611023006,5.780942871,0.71222259,13.69747183,15.76522275,10.10304357
936,0,2.187828069,0,0,0,0,0,0,0,0,16.46398276,4.283902187,0
937,1.442240215,0,0.7041155,0,2.137452076,0,0,0,0,0,6.525746537,4.247323135,0
938,7.182214459,6.421939854,5.825485635,6.358562357,0.724458783,2.846075185,4.184202074,0.676215369,4.262876281,4.925868519,1.42737019,4.148128229,3.525704517
948,3.49292995,2.132425376,4.249132112,0,3.5490873,3.534352698,6.455249905,2.133402656,4.354193071,0.714968283,1.420249202,2.872495747,5.010239981
949,3.622180361,4.962326641,1.440748385,2.870434083,4.307183891,2.142842439,10.78712874,2.934080091,5.064048236,8.67302857,12.27876572,6.474462086,56.13513356
952,0.697298378,2.137433409,4.243407756,0,0,1.375831317,5.013276321,2.819469271,3.565692703,3.522334738,0,2.170792181,5.535723755
953,0,0.675582536,0,0,0,0,0,0,0,0,0,0,0
955,2.797450176,2.156270489,0,1.454104947,4.295924518,2.899721299,2.211524883,8.730774647,8.625755222,28.43960304,12.9317041,15.22348306,5.871758424
957,0,0,0,0,0,0,0.748031535,5.160787854,1.464663598,0,4.329020103,58.05031578,67.198179
959,0,0.701557663,14.48219161,33.28379362,88.84963899,91.13571592,79.44197926,96.90541733,114.2323991,161.4814332,152.6606303,175.5070207,194.4203217
960,0,0,6.427221298,2.904820245,13.58212762,27.85900998,4.282246583,5.043616734,0,3.6507526,4.325801622,0,0
961,0,0,0,0,0,0,4.358610645,0,1.399869065,0,0,0,0
962,11.56927318,14.34989795,39.90331429,37.78099954,52.73958223,18.32770962,9.878118677,7.654390918,6.413944687,0,18.39937681,17.1244272,4.948527837
963,0,1.419033591,0.718573275,0,0,0,0.709401578,0,0.699812035,0,0,0,0
966,0,0,0,0,0,0,0,0,0,0,0,0.693528512,0.717426745
967,0,0,0,0,0,0,0,0.688759301,0,0.706773086,0,0,0
969,22.03855752,28.10585112,42.56865452,77.06665971,67.63034944,69.15636422,66.96255291,64.92578677,30.28165629,62.42103399,76.67300301,39.79213429,38.34280533
970,56.40987512,44.73389338,44.62165366,64.77474197,25.14486514,26.45277654,29.46599111,20.6239473,12.0788323,9.950230322,14.2690145,20.11017435,5.728826819
972,0,0,0,0,0,0,0,0,0,0,0,1.423079684,2.854829487
973,0,10.06707669,17.75108907,13.44659209,12.12241118,7.083313431,5.574674784,5.541920286,6.276574488,9.791149795,4.304128667,12.65811432,6.31250453
977,177.998593,251.9374392,342.8514611,371.7232578,691.5136957,888.1071715,621.8723139,0,113.874989,128.5650257,242.4562497,165.8673087,65.5776708
982,0,2.125985391,0,9.131708106,5.032170681,6.526052149,3.605056987,0,0,2.155240908,0,0,0
985,0,2.834804108,0,0,0,0,1.430399431,0,0,0.697863503,2.857454878,1.411008727,0
988,0,0,1.410747943,0.687194044,0.699355144,0,0.707232621,0,0,0,1.429680692,2.861503311,0
989,1.452100044,12.87386804,12.13849663,21.30298968,18.60828827,13.83562709,12.4981614,9.360818417,13.58987925,11.44950798,17.09600652,5.76268123,1.436025003
997,0,0,0,0,1.45057459,2.908859319,1.439327048,5.059017389,7.956939901,6.461157925,3.581963795,4.275618868,4.257095259
998,0,0,4.32905636,0,1.420428751,0,2.161138028,16.56616921,20.12626836,17.0900632,8.611025939,11.46474512,9.10376994
999,0,4.295260298,5.00959893,5.564362983,9.890608262,12.18086471,14.23577502,11.39820913,7.095097882,6.401353855,18.10462106,19.32195793,22.33929209
1201,0,0,0,0,0,0,0,2.884181269,0,2.146449758,0,0,0
